product_id,title,brand,category,description
B00005A3UH,"Yamaha TSS-1B 5.1 Computer Speakers (6-Speaker, Black)",Yamaha,Computer Speakers > Audio &amp; Video Accessories > Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals,"Yamaha's TSS-1 theater surround system brings premier theater-style sound to personal computers as well as portable audio and video players. Featuring built-in Dolby Digital and DTS decoding, the TSS-1 includes five satellite speakers, a wood subwoofer, and a dedicated amplifier with master volume and individual level controls. The TSS-1 delivers clear 3-D sound from 20 kHz all the way down to 40 Hz, meaning all the sound from a DVD or game will be reproduced faithfully, from the shrill whine of jet engines to the deep bass of an explosion. It boasts a 5.1-channel system for DVD movies, games, and music; a 4.1-channel surround sound for PC and console games; and virtual surround stereo for music and multimedia CDs. The elegant, compact all-black design of this high-performance system fits any dcor and produces powerful, rich sound with its 2-inch, 6-watt satellite speakers and 5-inch, 18-watt subwoofer--all magnetically shielded so you can place them anywhere. The subwoofer incorporates Yamaha's exclusive Active Servo Technology, which optimizes the interaction of the amplifier, speaker, and enclosure to deliver deep bass, thus producing a significantly wider frequency range than other similarly sized and powered systems. Each satellite has an adjustable angle base for optimal listening pleasure. A headphone jack allows for private listening. This system is also available in white. Yamaha provides a one-year parts and labor warranty on this system."
B00005A46D,Polaroid PhotoMAX PDC 1300 1.3MP Digital Camera Creative Kit,Polaroid,Point & Shoot Digital Cameras > Digital Cameras > Camera & Photo > Electronics,"The Polaroid PDC 1300 is a potent little point-and-shoot digital camera. The 1.3-megapixel CCD captures images at 1,280 x 960--great for almost anything. A 2x digital zoom makes up for the lack of an optical one at the cost of some image resolution. A built-in flash helps ensure good photos and features a red-eye reduction mode. For those who like the look of old photos, the Polaroid lets you take black-and-white pictures. The PDC 1300 is good for just about any purpose and is a great tool for sharing photos with your friends and loved ones. Not only can you make great quality prints, but you can also post the images on your Web site or e-mail them to your friends."
B00005A48I,Polaroid PDC 2300Z 2.3MP Digital Camera Kit,Polaroid,Point & Shoot Digital Cameras > Digital Cameras > Camera & Photo > Electronics,"Polaroid's PDC 2300Z digital camera is a great entry-level 2-megapixel digital camera. To get closer to the action, the camera features a 2.3x optical (2x digital) zoom lens. The 2.3-megapixel CCD produces images at a resolution of 1792 x 1208, which is more than adequate for prints up to 8 x 10. The built-in flash features red-eye reduction, fill, auto, and off modes, providing a flash mode for virtually every situation. Images are stored on the included 8 MB CompactFlash card, although those interested in taking lots of high-resolution images at low compression ratios should consider investing in a higher capacity memory card. Images can be transferred to a computer via the included USB or serial cables. Polaroid says the PDC 2300Z is 'video-capable', meaning you can view photos on a television, or, for the more enterprising, record slideshows onto a blank videotape with a VCR."
B00005A48D,Polaroid PDC 640CF 0.3MP Digital Camera,Polaroid,Point & Shoot Digital Cameras > Digital Cameras > Camera & Photo > Electronics,"The Polaroid PhotoMAX PDC 640CF camera is an affordable mid-level digital camera that features a maximum resolution of 640x480 pixels, a USB and a Serial computer interfaces and 2MB of internal memory for photo storage. The camera can also accept an optional Type 1 CompactFlash memory card for additional photo storage. Unlike other digital cameras in this price range, the PDC 640CF features user-adjustable exposure values and white balance compensation.The PhotoMAX PDC 640CF digital camera comes in a complete kit highlighted by a dedicated software program, PhotoMAX that ensures that downloading, editing, and printing of your pictures is fun and easy. Polaroid's PDC 640CF digital camera is a good starting point for someone interested in digital photography. With a 310,000 pixel CCD, the PDC 640 snaps photos at a resolution of 640 x 480--great for posting on the Web, e-mailing to friends and family, or printing small 2-by-3-inch snapshots. The built-in flash features red-eye reduction, fill, auto, and off modes, providing a lighting mode for virtually any situation. Images are stored on the included 8 MB CompactFlash card, and can be transferred to a computer via the included serial cable. The PDC 640 also comes with a TV cable, so you can view photos on a television."
B00005A7IW,Olympus Magellan 8x42 EXWP I Binocular,Olympus,Binoculars & Scopes > Binoculars > Camera & Photo > Electronics,"This universal outdoor model uses high-index BaK-4 prisms and large 42mm diameter objective lenses to provide clear, bright vision while itswaterproof, fogproof and dirtproof design helps ensure great results. Its sleek body and sure-gripfeeling provide for comfortable handling and carrying and further comfort comes via the binocular'slong-eye-relief (18mm) capability and twist-up/down eyecups, so you can enjoy using your Magellan EXWP I binoculars for extended periods of time. Nothing's impossible.&lt;BR designtimesp=&quot;23963&quot;&gt; The Olympus Magellan 8x42 EXPWP I is an outdoor binocular for the extreme enthusiast. The powerful binoculars are waterproof, dirtproof, and fogproof, making them ideal for activities like hiking, boating, and camping. The binocular also features 8x magnification, high index BaK-4 prisms for bright, crisp, edge-to-edge images, slim and stylish ergonomic design, fully multi-coated lenses for maximum image brightness and contrast, and phase and UV coating. Long eye-relief with twist-up down eyepieces and a large center-focus knob make for comfortable, fast, and easy focusing. The built-in dioptric correction adjusts to individual eyesight. <B>What's in the Box:</b><br> All Olympus binoculars come complete with case, neckstrap, and protective lens covers."
B00005A7GU,Iomega 31197 Zip 100 Portable USB Drive (PC/Mac),Iomega,Computers &amp; Accessories > External Zip Drives > Electronics > Data Storage,"Used Iomega zip 100 usb drive in excellent working condition. Includes 10 formatted Zip discs, charger and USB cable.. Pictures included. Thank you and have a wonderful day A USB connection provides simple plug-and-play capability for the 100 MB Zip drive from Iomega. Compatible with Macs or PCs, this compact external storage device works like a hybrid floppy and hard drive, letting you easily access files and applications on removable 100 MB disks. Weighing just a pound, the 100 MB Zip drive is easy to carry, and like any USB device it's hot swappable: you can plug or unplug it without restarting your computer. Delivering a data transfer rate of 1.2 MBps, this drive offers fast, unlimited storage for your computer, an easy way to extend the life and capabilities of your computer. This drive comes with a one-year limited warranty."
B00005A7IV,Olympus Pathfinder EXPS-1 8x42 Porro Prism Binocular,Olympus,Binoculars & Scopes > Binoculars > Camera & Photo > Electronics,"Get close to the game from a stadium seat with the Pathfinder 8x42 EXPS I. Designed for powerful performance outdoors, this binocular brings in the play with crisp, high-index, standard Porro Prisms in a rugged body that can focus as quickly as the game changes. Ideal for astronomy, bird-watching and hunting too. Get close to the game from a stadium seat with the Pathfinder 8x42 EXPS I. Designed for powerful performance outdoors, this binocular brings in the play with crisp, high-index, standard Porro Prisms in a rugged body that can focus as quickly as the game changes. Ideal for astronomy, bird-watching and hunting too."
B00005A7IX,Olympus Magellan Professional 10x42 EXWP I Binoculars,Olympus,Binoculars > Binoculars &amp; Scopes > Electronics > Camera &amp; Photo,"By way of its high-index BaK-4 prisms and fully multi-coated lenses the 10x42 EXWP I Magellan binocular delivers crisp, clear images while its waterproof, fogproof and dirtproof features help to ensure a great viewing experience under a variety of weather-related conditions. Additionally, long-eye relief capability and the binoculars twist up/down eyecups make them more comfortable to use over extended periods of time.Further aiding in providing a comfortable viewing experience, no matter how extreme the conditions, is the binoculars built-in dioptric correction that adjusts to the users individual eyesight. This ensures youll not only see a lot of action, but see it clearly. Hermetically Sealed And Nitrogen Purged for Waterproof and fog-proof performance. Phase Coated Prisms produce sharp, high-contrast images with higher resolution. Fully Multi-Coated Lenses provide improved image brightness for a crisp, clear view. High-index BaK-4 prisms for bright, crisp images Fully Multi-Coated Lenses Long Eye-Relief with Twist Up/Down Eyecups Large Center-Focus Knob for fast, easy focusing Built-In Dioptic Correction adjusts to individual eyesight Internal Focusing System The nitrogen filled Olympus Magellan 10 x 42 EXPWP binoculars give you a waterproof and fogproof performance, perfect for use under extreme conditions. Their ergonomic, yet rugged, design has a nonslip covering that lets you grip them comfortably for extended periods of observation. The long 19mm eye relief gives you ease of use if you're wearing glasses, while the built-in dioptric correction adjusts to your individual eyesight. A large center focus knob gives you fast, easy focusing--even while wearing gloves--making these binoculars ideal for outdoors events like camping, bird-watching, and hiking. The Bak4 Porro prisms ensure that you get crisp, edge-to-edge images no matter what you're observing, while the phase and UV coated optics give you maximum image brightness and contrast."
B00005A48E,Polaroid Digital Photo Frame,Polaroid,Digital Picture Frames > Electronics > Photo Studio > Storage &amp; Presentation Materials > Lighting &amp; Studio > Camera &amp; Photo,View your favorite pictures on this beautiful Polaroid Digital Photo Frame. Also features a clock with a calendar to keep you always on schedule. Reads a variety of flash memory cards to display hundreds of digital photos without the use of a PC. Switch between the cherry and black interchangeable faceplates to fit your home decor.
B00005A7JD,Epson PowerLite 50c Multimedia Video Projector,Epson,Video Projectors > Electronics,"Projector comes with :
Remote control for complet setup and
optimal funtion setings 
caring case 
power cord,VGA , A/V conecting cables Handle your presentations with ease and style using the Epson PowerLite 50c multimedia projector. Weighing just 6.8 pounds, it can easily travel with you everywhere you go. The 50c is as powerful as it is portable, producing 1,000 ANSI lumens and 800 x 600 true SVGA performance for high-quality images and a superior viewing experience. The 50c features a wireless remote that puts special effects, source selection, mouse control, and volume at your fingertips. With its adjustable screen size, the 50c provides flexible viewing for any classroom or conference area. Its 400:1 contrast ratio delivers sharp text and high-definition images. Other features include a Kensington lock security mechanism and digital keystone correction for squaring up a picture while projecting at an angle. The PowerLite 50c comes with a durable carrying case, remote control, cables, and a two-year warranty."
B00005A7IU,Olympus Pathfinder EXPS-1 10x42 Binocular,Olympus,Binoculars & Scopes > Binoculars > Camera & Photo > Electronics,"Designed for powerful performance in the great outdoors, the Pathfinder 10x42 EXPS I features fully multi-coated lenses and BaK-4 prisms so whether youre watching a bird in flight or simply checking out the surrounding terrain, youll be provided with outstanding light-gathering power for bright, clear images and viewing at any time. Olympus designed their Pathfinder EXPS-1 10 x 42 binoculars to give you a powerful performance for most outdoor activities. The wide-angle view and the high-index Porro prisms let you capture fast moving objects, making them ideal for bird-watching, hiking, or wildlife observation. The rugged, rubberized body lets you grip the binoculars comfortably during extended viewing as well as giving you worry-free use when outside. The long 11mm eye relief gives you ease of use if you're wearing glasses, while the built-in dioptric correction adjusts to your individual eyesight. A large center focus knob gives you fast, easy focusing--even while wearing gloves--making these binoculars ideal for spectator events, camping, bird-watching, and astronomy; the Porro prisms ensure that you get crisp, edge-to-edge images no matter what you're observing. Its multicoated 10x lenses give you high image brightness and contrast along with both quality and reflection control."
B00005A7IS,Olympus Pathfinder EXPS I 12x50 Binocular,Olympus,Binoculars > Binoculars &amp; Scopes > Electronics > Camera &amp; Photo,"Olympus 108971 12 x 50 Pathfinder EXPS I Binoculars Olympus designed their Pathfinder EXPS-1 12 x 50 binoculars to give you exceptional performance both indoors and out. With the wide angle of view and the high-index Porro prisms, you can locate your subject easily and clearly, even if it's in motion. The rugged, rubberized body lets you grip the binoculars comfortably during extended viewing as well as giving you worry-free use when outside. The long 11mm eye relief gives you ease of use if you're wearing glasses, while the built-in dioptric correction adjusts to your individual eyesight. A large center focus knob gives you fast, easy focusing--even while wearing gloves--making these binoculars ideal for spectator events, camping, bird-watching, and astronomy; the Porro prisms ensure that you get crisp, edge-to-edge images no matter what you're observing. Its multicoated 12x lenses give your image maximum brightness and contrast along with both quality and reflection control."
B00005A8TT,CompanionLink PDA Screen Cleaner,Incipio,Cleaning & Repair > Computers & Accessories > Electronics > Computer Accessories & Peripherals,"The CompanionLink PDA Screen Cleaner pack includes 12 screen-cleaning kits. Each kit includes 12 moist cleaning cloths and 12 dry polishing cloths, which restore clarity and fill in scratches to keep your handheld's touch-screen intact. The pack also includes one TrueTip Finger Stylus made from highly flexible, durable nylon that won't scratch your handheld's screen."
B00005A8XW,Netgear FR314 Cable/DSL Firewall Router with Integrated 4-Port 10/100 Switch,NETGEAR,Computers &amp; Accessories > Networking Products > Routers > Electronics,Netgear FR314 Cable/Dsl Firewall Router With Integrated 4-Port 10/100 Switch  
B00005A9AU,Plantronics DSP-400 Digitally-Enhanced USB Foldable Stereo Headset and Software,Plantronics,Computer Headsets > Electronics > Computer Accessories & Peripherals > Audio & Video Accessories > Computers & Accessories,"Plantronics DSP 400 - Headset ( semi-open ), English"
B00005A9AV,Plantronics DSP-500 Digitally-Enhanced USB Gaming/Multimedia Stereo Headset and Software,Plantronics,Computer Headsets > Electronics > Computer Accessories & Peripherals > Audio & Video Accessories > Computers & Accessories,"A USB, PC/Mac compatible headset with single headphone & boom microphone that is designed for use with gaming software It features 2 large earpieces that house powerful 40mm speakers which provide dynamic bass response and realistic sound reproduction    The QuickAdjust boom microphone gives you amazingly clear voice support    Includes PerSono Audio Control Software    USB interface for both PC and Macintosh computers Plantronics introduced the first lightweight communications headset in 1962 and is today the world's leading designer, manufacturer, and marketer of lightweight communications headset products. The Plantronics DSP-500 features a digital signal processor for digitally enhanced stereo sound in multimedia applications such as games and music, and two 40mm speakers for powerful bass response. The unit's aggressive design will appeal to gamers, and its premium microphone will adapt to all user preferences."
B00005A9AR,Plantronics 47557-01 Stereo Multimedia Headset,Plantronics,Computer Headsets > Audio &amp; Video Accessories > Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals,Digitally Enhanced Lightweight Stereo Headphone / USB Connection to PC or Mac / For Multimedia and CD Listening / In-Line Volume
B00005A9XH,Cobra PR 2000 5-Mile 15-Channel FRS/GMRS Two-Way Radio,Cobra,Two-Way Radios > CB &amp; Two-Way Radios > Portable Audio &amp; Video > Electronics,"The Cobra PR2000WX two-way GMRS radio has a range of up to five miles (depending on terrain) and a wide variety of features including 15 two-way channels with 38 subcodes and 10 weather channels. Channels 1 to 7 share the Family Radio Service (FRS) frequencies, while channels 8 through 15 operate on General Mobile Radio Service (GMRS) frequencies. It is switchable to give you a full 2 watts of effective radiated power for GMRS use. The compact Cobra PR2000WX includes 10 NOAA weather channels for full coverage of all government-operated NOAA weather broadcasts. The emergency weather alert provides alert tones for nearby threatening weather. And in rainy conditions, the Cobra PR2000WX will have no problem as it is water resistant. The Cobra's high/low RF power output reduces power consumption by up to 75 percent to extend battery life. Other features include VOX for hands-free operation, a call alert feature, a belt clip, a soft-grip cabinet, and a detachable antenna allowing for the use of a mobile antenna. It also has a speaker/microphone jack for optional earphones and speaker microphones. The Cobra PR2000WX uses six AA batteries (not included). It comes with a two-year limited warranty. Important note to customers: A $45 FCC license is required to use a GMRS radio. One license covers the entire family."
B00005A9X8,Philips AZ1050 CD Boombox with Shuffle Play,Philips,Portable Audio & Video > Boomboxes > Electronics,"Philips Model AZ1050 Functions CD Player, Cassette Deck, Radio Tuner. CD Player Number Of Discs 1 Tape Deck Tape Deck Single Cassette Deck Tuner Tuner Type Analog Tuner Speakers and Sound Number Of Speakers 2 Details Depth 10.32 in. Width 17.13 in. Height 6.85 in. Weight 7.28 lb"
B00005A9XA,Philips AZ1061 CD Boombox with Digital Tuner and 2-Way Speaker System,Philips,Portable Audio & Video > Boomboxes > Electronics,
B00005A9VK,Tamron AF70-300mm f/4-5.6 LD 1:2 Macro for Canon (Black),Tamron,Lenses > Camera Lenses > Camera & Photo > Electronics,
B00005A9XB,FI Lamps for Epson Elplp13 Lamp Module for The PowerLite 50C,FI Lamps,Monitor Accessories > Computers & Accessories > Electronics > Computer Accessories & Peripherals,"Epson ELPLP13. This easy-to-install replacement item will ensure that you'll never lose light in the middle of your business presentation or family slide show. Designed for your PowerLite 50c multimedia projector, the lamp is easy enough to change on your own, saving you a trip to the service professional."
B00005A9XF,Philips AZ1065 CD Boombox with Digital Tuner and Remote,Philips,Portable Audio & Video > Boomboxes > Electronics,"The Philips AZ106517 boombox includes a digital tuner, a single-disc CD player, and a recordable, single-tape cassette deck. Sound is reproduced through a two-way bass reflex speaker system with dynamic bass boost, all of which ensure higher musical clarity, enhanced stereo sound quality, and deep, rich bass tones. This unit's CD player is 20-track CD programmable and also features repeat and random-play program modes. For added convenience and versatility, it is compatible with CD-Rs and CD-RWs in addition to standard audio CDs. CD synchro-start recording is included to let you synchronize the start of a recording on audio cassette with the start of a CD at the touch of a button. The full-functional stereo cassette deck lets you record from the built-in CD player or tuner and includes auto stop and automatic recording-level control. The AZ106517 includes a digital tuner that provides fast, accurate tuning to your favorite stations. You can store up to 29 FM stations in memory for fast, easy access, and the six-digit multifunctional display shows CD track, playing time, and play modes."
B00005A9WZ,Philips AZ1008 CD Boombox with Cassette,Philips,Portable Audio &amp; Video > Electronics > Boomboxes,"Great for the office or for special outings, this Philips CD/radio boom box comes fully loaded. Bass reflex speaker system provides warm, rich tones while CD player stores up to 20 of your favorite tracks. Shuffle Play mode plays tracks randomly, giving you a new sequence of tracks each time. CD Synchro Start lets you synchronize audiocassette recording of a CD with the touch of a button. Portable play requires 6 C batteries (not included). 1-yr. limited manufacturer's warranty. No. AZ1008. Imported. 7Hx12Wx7D"". With its sleek silver design, the Philips AZ100817 CD-radio-cassette recorder fits on any shelf or desk. It features ported, bass-reflex speakers for full clarity of sound (and powerful low end), a top-loading CD player, a digital AM/FM tuner, and a cassette deck. The CD player includes 20-track programming, shuffle, repeat, next/previous track search, music search, and synchro start recording. The AZ100817 plays recorded tapes and records from the built-in CD player or digital tuner. Centralized sound reproduction controls consist of a volume jog dial and digital dynamic bass boost. And, yes, the boombox is CD-R and CD-RW compatible."
B00005AAJT,Philips AZ2035 CD Boombox with Backlit LCD and Digital Tuner,Philips,Portable Audio & Video > Boomboxes > Electronics,"The unique surround-sound feature on this Philips CD/radio boom box creates the illusion of several huge speakers projecting the ultimate in stereo sound. In reality, 14 watts of power and an enhanced 2-way bass reflex speaker system produce this impressive effect. Other features include digital calibration for full-bodied power bass boost at all volumes (even maximum), digital tuner with 30 presets, 2-color LCD display and memory storage of up to 30 FM and MW (medium wave) stations for quick access. 14-key remote control requires 2 AAA batteries (not included). Portable playing requires 8 D batteries (not included). No. AZ2035. Imported. 7Hx20Wx10D""."
B00005AAK8,Philips AZ1155 CD Boombox with MP3 CD Playback and Remote,Philips,Portable Audio &amp; Video > Electronics > Boomboxes,
B00005AASP,Philips AX5011 Portable Jogproof CD Player with 45-Second Anti-Skip (Blue),Philips,Portable Audio &amp; Video > Electronics > Portable CD Players,"Music on the move sounds so much better with this jog-proof Philips portable CD player. It has 45-second electronic skip protection that keeps music playing smoothly even when you hit a rough spot. Cool blue plastic CD player is CD-R/W compatible and has 25-hour playback with 2 AA batteries (not included). Other features include digital dynamic bass boost for enhanced sound, line output/headphones output and program, shuffle and repeat modes. Headphones included. 1-yr. limited manufacturer's warranty. No. AX511117. Imported. 1Hx5"" dia."
B00005AB2N,Philips AX5012P Personal CD Player,Philips,Portable Audio & Video > Electronics > Portable CD Players,"Ideal for active CD listeners, the Philips AX501217 personal CD player features fourth-generation, 45-second electronic skip protection for continuous music play and up to five times faster shock recovery than conventional systems have. Additional convenience features include CD-R/RW compatibility and power-saving technology that extends battery playing time to 22 hours with two regular AA alkaline batteries. Aside from being versatile, this CD player delivers topnotch sound quality using a one-bit digital-to-analog converter and digital dynamic bass boost. CD playback features include 30-track programmable, shuffle, repeat, and intro scan modes, as well as CD music search that searches the CD at high speed while still producing low-volume sound so you know exactly when to stop. Auto power off, hold, and resume are also featured in the AX501217, along with an easy-to-read LCD screen that shows CD track, time, bass, CD functions, and battery status. Over-the-head headphones are also included."
B00005AB9C,Philips AX5004 Portable CD Player with 45-Second Anti-Skip (Purple),Philips,Portable Audio & Video > Electronics > Portable CD Players,"Enjoy your favorite CDs wherever you go with this Philips personal CD player. Advanced digital conversion technology ensures crystal-clear sound reproduction. Features 3-stage digital dynamic bass boost, acoustic feedback and 45-sec. ESP (electronic skip protection). Includes rotary volume control, 99-track programmable shuffle, repeat one track or all, search forward/backward with sound, resume and hold. LCD display indicates track, time, DBB, CD functions, ESP and battery status. Automatic power shut-off. Uses 2 AA batteries (not included). 1-yr. limited manufacturer's warranty. No. AX5026. Imported. Ideal for active CD listeners, the Philips AX500417 personal CD player features fourth-generation, 45-second electronic skip protection for continuous music play and up to five times faster shock recovery than conventional systems have. Additional convenience features include CD-R/RW compatibility and power-saving technology that extends battery playing time to 22 hours with two regular AA alkaline batteries. Aside from being versatile, this CD player delivers topnotch sound quality using a one-bit digital-to-analog converter and digital dynamic bass boost. CD playback features include 30-track programmable, shuffle, repeat, and intro scan modes, as well as CD music search that searches the CD at high speed while still producing low-volume sound so you know exactly when to stop. Auto power-off, hold, and resume are also featured in the AX500417, along with an easy-to-read LCD screen that shows CD track, time, bass, CD functions, and battery status. Over-the-head stereo headphones, an AC/DC adapter, and a belt clip are also included."
B00005AB9F,Pentax IQ Zoom 200 35mm Camera,Pentax,Camera & Photo > Electronics > Film Photography > Point & Shoot Film Cameras > Film Cameras,"The user-friendly mode dial of the Pentax IQ Zoom 200 camera lets you turn the power on and off, as well as select the mode you want--including panorama--with just a twist of the dial. It has a large, easy-to-read LCD instruction panel that displays all of the camera's settings and indicators. The actual-image zoom viewfinder switches from standard view to panorama when you do, so you can see exactly what your image will look like. Even difficult shooting situations are no problem, thanks to the five-point passive autofocus system and the six-segment multipattern metering system. The large LCD instruction panel is easy-to-read and automatically lights up so, whether it's day or night, you can see all of the information you need to operate the camera, including: exposure counter, battery exhaustion warning, panorama, infinity-landscape, spot AF, flash-on, flash-off, red-eye reduction, self-timer, and multiexposure. Employing automatic LCD parallax compensation, the ""actual image"" viewfinder is able to display the framing area with amazing precision. If you want to capture the whole scene, you can switch to panorama mode--even in midroll. The IQZoom 200 automatically provides a view of the new panorama area via the viewfinder. It gives you several indicators, including: focus and flash status, infinity-landscape mark, panorama-format picture area, close-distance compensation frame, five-point AF frame, and spot AF frame. This viewfinder also has an adjustable diopter, which allows you to adjust the image to match your eyesight. Conditions that would normally ""fool"" a camera, like shooting through a glass window or an off-center subject, come out perfectly focused with the IQZoom 200's phase-matching five-point passive autofocus system. Even difficult lighting situations are no problem with the help of the highly accurate six-segment multipattern metering system. It measures the current lighting conditions, ensuring that your images get optimum exposure, no matter the conditions. The automatic backlight compensation feature fires the flash during backlight conditions to properly expose the subject. With the zoom macro, you can capture a large, detailed image of your subject--without making any adjustments--from as close as four feet at 200mm in telephoto mode to 2.6 feet in the 48mm wide-angle mode. The lens automatically retracts to 48mm after approximately three minutes of nonuse. The Pentax IQZoom 200 makes a little go a long, long way as the world's first zoom compact camera with 200mm telephoto capability. An uncompromising yet user-friendly camera, the IQZoom 200 expands the realms of photographic possibility with a ground-breaking 48mm-200mm zoom lens. The extraordinary zoom lens of the IQZoom 200 takes you easily from 48mm to 200mm with a superb 4.2-times zoom ratio. The five-point passive autofocus system produces images that are eyelash sharp, even in shots that may ""fool"" other cameras, like those taken through window glass or an off center subject. With the Zoom Macro, you can capture a large, detailed image of your subject without making any adjustments from as close as 1.2m (4ft.) at 200mm telephoto to 0.8m (2.6ft.) at 48mm wide-angle. For a different perspective in your photo, simply switch to panorama mode -- even in mid-roll. The IQZoom 200 automatically provides a view of the new panorama area via the viewfinder. The ""Slide-Out"" flash comes out to the side of the camera as soon as the power is turned on, ready to act...automatically. It also provides a ""red-eye"" reduction mode in addition to a number of other flash options. The highly accurate six-segment multi-pattern metering system measures lighting conditions to assure optimum exposure of the subject even in difficult lighting situations. Automatic backlight compensation fires the flash during backlight conditions to properly expose the subject. The large, easy-to-read LCD instruction panel automatically illuminates to provide you with all the information you need to operate the camera day or night. The ""Actual Image"" viewfinder employs automatic LCD parallax compensation to display the framing area with superb precision. The adjustable diopter allows the user to adjust the viewfinder image to match his/her eyesight. The IQZoom 200 features a user-friendly mode dial, so you can turn the power on and off and select the desired mode with a single twist of the dial. The self timer mode allows you time to get into the picture. It releases the shutter ten seconds after pressing."
B00005AB9Q,Pentax ZX-M 35mm SLR Camera (Body Only),Pentax,Camera & Photo > SLR Cameras > Electronics > Film Photography > Film Cameras,"great starting camera for learners . The super-compact Pentax ZX-M camera has straightforward, easy-to-read dial controls, and it offers fully manual operation. It comes with a wide variety of creative, yet user-friendly options, including: multimode exposure system, an advanced light metering system, and a 1/2000-second high-speed shutter. You have the option of choosing one of four exposure modes: the hands-off programmed AE, the depth-oriented aperture-priority AE, the action-oriented shutter-priority AE, and the totally maneuverable metered manual. The easy-to-use exposure compensation lets you quickly adjust the exposure level within a +/- 3 EV range in 1/2 EV steps for bracketing or for intentional under- or overexposure. No matter the lighting conditions, from difficult backlighting to high-contrast situations, the ZX-M's autoexposure modes are designed to give you high-quality, properly exposed images. With the simple push of a button, the memory lock feature holds your exposure settings for up to 10 seconds, letting you reframe your shot without losing your settings. With a top shutter speed of 1/2000 of a second, this camera gives you crisp, sharply focused images, even if your subject is in motion. This high shutter speed makes the ZX-M ideal for sports and other action photography. The built-in self timer can help you avoid camera shake during slow-shutter and bulb applications, while the 12-second delay gives you plenty of time to get in the shot. The preview button lets you check the depth-of-field for your aperture setting before you shoot. This features ensures that you get the effect you're looking for. You can also take advantage of this function when the aperture ring is set on the ""A"" (auto) position. The external LCD panel and viewfinder display can give you a range of useful photographic data, including: external flash status, shutter speed, aperture, exposure compensation, and out-of-exposure coupling range warning, over- and underexposure indication in metered manual."
B00005ABBW,Pentax SMCP-FA 28-80mm f/3.5-5.6 Lens (Silver),Pentax,Lenses > Camera Lenses > Electronics > Camera &amp; Photo,"The Pentax SMCP-FA 28-80mm f3.5-f5.6 lens comes in a stylish silver color and has a fully automatic diaphragm and a minimum focus distance of just 1.6 feet. At just over 3 inches and weighing only 9.7 ounces, the lens is easy to take with you everywhere."
B00005ABC5,SMC Pentax FA 50mm f/1.4,Pentax,Lenses > Camera Lenses > Camera & Photo > Electronics,"With extra low dispersion glass and original lens coatings, this lens is superior in contrast, clarity and edge-to-edge sharpness. The Pentax SMCP-FA 50mm f1.4 lens has a fully automatic diaphragm. At 1.5 inches long and weighing just 7.8 ounces, you can take this 50mm fixed focal length lens with you everywhere. You can use this lens with all Pentax SLR cameras, but the AF system only works with Pentax AF cameras."
B00005ABC9,Pentax SMCP-FA 35mm f/2.0 AL Lens with Case and Hood,Pentax,Lenses > Camera Lenses > Camera & Photo > Electronics,"Pentax SMCP-FA 35mm f/2.0 AL Wide Angle Auto Focus Lens The Pentax SMCP-FA 35mm f2.0 AL lens comes with a protective case. This 35mm fixed focal length lens has a minimum focus distance of 1.0 feet, which lets you get quite close to your subject. It has a fully automatic diaphragm and a 63 degree angle of view. It can be used with all Pentax SLR cameras, but the AF system only works with a Pentax AF camera. At only 1.8 inches and weighing 6.9 ounces, the lens can be taken with you anywhere."
B00005AB9Z,Pentax Off Shoe Adapter F,Pentax,Batteries & Chargers > Accessories > Camera & Photo > Electronics,Off camera Shoe Adapter F ( requires extension Cord F5P)
B00005ABCS,Pentax SMCP-A 15mm f/3.5 Lens with Case,Pentax,Lenses > Camera Lenses > Camera & Photo > Electronics,"This Pentax KA ultra wide angle lens has a built in lens hood, is constructed with 13 elements in 12 groups, uses a 5 bladed diaphragm, weighs 595 grams, has built in filters, and of course has Pentax SMC coating. Maximum aperture is a fast f3.5 and has rugged Metal construction. This is optically not a fisheye design. It is a true wide angle lens. It is perfect for confined spaces. Often used for interior photos. The Pentax SMCP-A 15mm f3.5 lens is a manual focus lens that can be used with all Pentax SLR camera bodies. It will fit on a Pentax AF SLR camera, but it will not focus automatically. It comes with a built-in filter and a protective case."
B00005ABC1,Pentax SMCPFA 100-300mm f/4.7-5.8 SLR Camera Lens,Pentax,Lenses > Camera & Photo > SLR Camera Lenses > Electronics > Camera Lenses,"entax SMCPFA 100-300mm f/4.7-5.8 SLR Camera Lens GFK2218 363310  Total Excellent+++ Pre-owned, little signs of use.  Appearance It shows signs of use. *Please check photos.  Functional It works properly. The blade is clean. Focusing is smooth.  Optics No fungus, haze, scratches.  Bundled Items All you can see on the picture will be included in a set of a package. Please refer to the pictures for more details. Please check the pictures and don't hesitate to ask any questions about the item! Thank you. The Pentax SMCP-FA 100-300mm f4.7-f5.8 lens comes in a stylish silver color and works with all Pentax SLR cameras, though the AF system only works with Pentax AF cameras. Its minimum focus range of just 4.9 feet lets you stand close to your subject, while the 100-300mm focal length lets you zoom in for a tight shot or back out for a larger scene. Its small size, just over 5 inches long and only 14.5 ounces, make this versatile lens easy to take with you anywhere."
