,product_id,title,brand,category,description,price
160,9791076499,Genuine 1A Nvidia SHIELD Tablet Quick Charger with Detachable High Power Micro-USB 2.0 Data Sync Cable! (110v-240v),Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Genuine 1A Nvidia SHIELD Tablet Quick Charger with Detachable High Power Micro-USB 2.0 Data Sync Cable! (110v-240v),
161,979110946X,Rapid Wall Charger for Google Nexus 10 Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Rapid 1.5A Wall Charger for Google Nexus 10 powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
162,9791183074,BlackBerry Passport (OTG) Micro-USB to USB 2.0 Right Angle Adapter for High Speed Data-Transfer Cable for connecting any compatible USB Accessory/Device/Drive/Flash/ and truly On-The-Go! (Black),Wireless Solutions,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Professional BlackBerry Passport Lossless Data Charging Cable. True Digital USB 2.0 transfers due to pure copper core, tri-sheilding, and up to 20% faster charging!",
163,979139721X,Long (5ft/1.5M) Amazon Kindle Fire HDX 8.9 Tablet Micro USB 2.0 Quick Charge-Sync Data Cable rated up to 20 Watts/4.2A! (Black),Factory Direct,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,Amazon Kindle Fire HDX 8.9 Long (5ft/1.5M) Micro USB 2.0 Quick Charge-Sync Data Cable rated up to 40 Watts/10A! (Black),
164,9791142106,Rapid Wall Charger for Acer iconia A3 Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Rapid 1.5A Wall Charger for Acer iconia A3 powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
165,9791183538,Motorola DROID Turbo (OTG) Micro-USB to USB 2.0 Right Angle Adapter for High Speed Data-Transfer Cable for connecting any compatible USB Accessory/Device/Drive/Flash/ and truly On-The-Go! (Black),Wireless Solutions,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,"Professional Motorola DROID Turbo Lossless Data Charging Cable. True Digital USB 2.0 transfers due to pure copper core, tri-sheilding, and up to 20% faster charging!",$4.67
166,9791019010,"Professional Motorola Moto G (2014) Lossless Data Charging Cable. True Digital USB 2.0 transfers due to pure copper core, tri-sheilding, and up to 20% faster charging! (White)",Factory Direct,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Professional Motorola Moto G (2014) Lossless Data Charging Cable. True Digital USB 2.0 transfers due to pure copper core, tri-sheilding, and up to 20% faster charging!",
167,9791430373,PREMIUM PLUS Amazon Kindle Fire Micro-USB KIT! All you need for charging is here. Slim Wall and Car USB Adapter plus Micro-USB 2.0 Cable. (White/1A)!,Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,PREMIUM PLUS Amazon Kindle Fire HDX 7 Micro-USB KIT! All you need for charging is here. Slim Wall and Car USB Adapter plus Micro-USB 2.0 Cable. (White/1A)!,
168,9791092931,Rapid Charger KIT for Amazon Kindle Fire HDX 7 Tablet with Micro USB 2.0 Cable will power up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,Rapid Charger KIT for Amazon Kindle Fire HDX 7 Tablet with Micro USB 2.0 Cable will power up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),$9.99
169,9791161445,Rapid Wall Charger for Samsung Galaxy Tab S 10.5 Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Rapid 1.5A Wall Charger for Samsung Galaxy Tab S 10.5 powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
170,9791339333,"Nvidia SHIELD Tablet 9W PowerFast Folding Blade Wall Charger plus Micro-USB Cable Kit for Accelerated Charging! 1.8A/1,800mah (Black)",Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,"Nvidia SHIELD Tablet 9W PowerFast Folding Blade Wall Charger plus Micro-USB Cable Kit for Accelerated Charging! 1.8A/1,800mah (Black)  This Factory Direct product is with no logo from the actual manufacturer, authentic, original, and how we deliver you a 100% quality item, at a FRACTION of the retail price!",
171,9791061084,Rapid Charger KIT for Asus Transformer Book T100TA Tablet with Micro USB 2.0 Cable will power up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,Rapid Charger KIT for Asus Transformer Book T100TA Tablet with Micro USB 2.0 Cable will power up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),
172,9791144575,Rapid Wall Charger for Samsung Galaxy Tab 4 10.1 Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Rapid 1.5A Wall Charger for Samsung Galaxy Tab 4 10.1 powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
173,9791122385,Rapid Wall Charger for Amazon Kindle Fire HDX 8.9 Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,Rapid 1.5A Wall Charger for Amazon Kindle Fire HDX 8.9 powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
174,9791109095,Rapid Wall Charger for Samsung Galaxy Note 10.1 2014 Edition Tablet powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A),HTC,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,Rapid 1.5A Wall Charger for Samsung Galaxy Note 10.1 2014 Edition powers up in a blink and up to 40% faster! (BLACK / 12W / 1.5A / No Cable Included),
175,9791332894,"Asus MeMO Pad 10 Tablet 9W PowerFast Folding Blade Wall Charger plus Micro-USB Cable Kit for Accelerated Charging! 1.8A/1,800mah (Black)",Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Asus MeMO Pad 10 Tablet 9W PowerFast Folding Blade Wall Charger plus Micro-USB Cable Kit for Accelerated Charging! 1.8A/1,800mah (Black)  This Factory Direct product is with no logo from the actual manufacturer, authentic, original, and how we deliver you a 100% quality item, at a FRACTION of the retail price!",
176,979231055X,Garmin 12V Adapter Cable f/Cigarette Lighter,Garmin,"Electronics > GPS, Finders &amp; Accessories > GPS System Accessories > Chargers &amp; Cables",Save a battery's life - buy an adapter! Plugs into any standard cigarette lighter receptacle to power your GPS.,$24.95
177,9831576896,"Rapid Charger 2.0 for Plum Gator Plus SmartPhone (Quick Charge 2.0) will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",HTC,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,"Rapid Charger (Quick Charge 2.0) Plum Gator Plus will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",
178,9831575016,"Rapid Charger 2.0 for Garmin nuviCam LMTHD GPS (Quick Charge 2.0) will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",HTC,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,"Rapid Charger (Quick Charge 2.0) Garmin nuviCam LMTHD will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",
179,9831591534,Smart Dual LED Amazon Kindle Fire HDX 8.9 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Smart Dual LED Amazon Kindle Fire HDX 8.9 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",$14.77
180,9831661303,Smart Dual LED Google Nexus 7 (2013) Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Smart Dual LED Google Nexus 7 (2013) Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
181,9831712382,Smart Dual LED LG VK815 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,"Smart Dual LED LG VK815 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
182,9831728378,Smart Dual LED Acer Predator 8 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Smart Dual LED Acer Predator 8 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
183,9831691113,Smart Dual LED Amazon Kindle Fire HD (2013) Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Smart Dual LED Amazon Kindle Fire HD (2013) Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",$14.77
184,9831590430,Smart Dual LED HP Slate 7 Extreme Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,"Smart Dual LED HP Slate 7 Extreme Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
185,9831728653,Smart Dual LED BLU Studio C Super Camera Smartphone Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Smart Dual LED BLU Studio C Super Camera Smartphone Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
186,9831988981,Rapid 1.5A Charger KIT for Asus ZenPad S 8.0 Tablet with Micro USB 2.0 Cable will power up in a blink! (BLACK / 12W / 1.5A),HTC,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,Rapid 1.5A Charger KIT for Asus ZenPad S 8.0 with Micro USB 2.0 Cable will power up in a blink! (BLACK / 12W / 1.5A).,
187,9831728483,Smart Dual LED Amazon Fire HD 8 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,"Smart Dual LED Amazon Fire HD 8 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",$14.77
188,9831757599,Smart Dual LED Microsoft Surface Pro 3 Tablet 6Ft. Touch Activated LED Charging Micro-USB Data Cable!,Factory Direct,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Smart Dual LED Microsoft Surface Pro 3 Tablet 6Ft. Touch Activated LED Charging Micro-USB Data Cable!  Using Touch and Smart Power, this cable will light up! Cable is capable of conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
189,983166342X,Smart Dual LED Nvidia SHIELD Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,"Smart Dual LED Nvidia SHIELD Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
190,9831522796,"Rapid Charger (Quick Charge 2.0) Amazon Kindle Fire HDX 7 Tablet will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",HTC,Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Cables &amp; Interconnects > USB Cables,"Rapid Charger (Quick Charge 2.0) Amazon Kindle Fire HDX 7 will Charge up in a blink, up to 60% faster than conventional chargers! [3ft Cable, 15W Dual Voltage!]",$20.77
191,9831728475,Smart Dual LED Amazon Fire HD 10 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!,Factory Direct,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,"Smart Dual LED Amazon Fire HD 10 Tablet Rapid Wall Charger Kit with 6Ft. Touch Activated LED Micro-USB Cable that Only uses power when needed!  Using Touch and Smart Power, this will only use power when needed. Therefore conserving your phone's battery life and power. ECO Friendly, and up to 20% recycled materials were used in the production of this!",
192,9845966772,"Extended Alcatel OneTouch POP UP Micro-USB 2.0 Charging Data Cable allows additional flexibility &amp; support and help with Accessories, Cases, Odd, Inset, or Curved phones and Ports!",Factory Direct,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Extended Alcatel OneTouch POP UP Micro-USB 2.0 Charging Data Cable allows additional flexibility & support and help with Accessories, Cases, Odd, Inset, or Curved phones and Ports!",
193,984599203X,CHOE Quick Charge 3.0 Samsung Galaxy Tab S 10.5 Fast Adaptive Wall Charger Kit with Dual Sided USB Port!,CHOETECH,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,CHOE Quick Charge 3.0 Samsung Galaxy Tab S 10.5 Fast Adaptive Wall Charger Kit with Dual Sided USB Port!,
194,9864216155,"Digilife Fold-Up Compact Speakers for Apple iPod (Travel Size), White",DekCell,Electronics > Portable Audio & Video > Portable Speakers & Docks > Audio Docks,.,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab"
195,9864940236,"Google Nexus 10 Tablet Original (OEM) Lightweight, Compact, Travel Micro-USB Home Charger is designed so the cord wraps around the base! Never lose or damage your charger pieces again! (Black, 0.7A)",Factory Direct,Electronics > Computers &amp; Accessories > Tablet Accessories > Chargers &amp; Adapters,"Dont risk running out of power at the moment when you need your cell phone the most. By keeping the Samsung 0.7 Amp Wall Charger handy while at home or at the office, you can be sure that your Samsung Galaxy or other micro USB compatible smartphone will always be fully charged and ready to go. The Samsung charger recharges your phones battery at a much faster rate than your typical 0.5A or 500ma Charger.",
196,9966262946,Visual Land Connect Tablet Standard Red LED Wall / AC / Home Charger!,Wireless Solutions,Electronics > Computers & Accessories > Tablet Accessories > Chargers & Adapters,Visual Land Connect Tablet Standard Red LED Wall / AC / Home Charger!,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab"
